id,uif,canonical_website,created_at,updated_at,merchant,brand_url,platform,category,project_state,mint,sales_spoc,ms,sales,arr_cr,txns_per_day,aov,split_web_percent,split_mobile_percent,mobile_platform,mobile_category,prepaid_cod_split,mint_notes,project_phase_owner,scoping_kick_off,go_live,age,go_live_percent,project_phase,phase_comment,project_notes,integration_type,customisations,pg_onboarding,ops_comments,phase2_needed,phase2_notes,project_jira,api_qc_checklist,brd_link,go_live_checklist,mint_backup_1763040085698,mid
b38fca16-4db2-4a1a-9601-40f0f57a5e6a,UID-imfresh.in,imfresh.in,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,IMFRESH,https://imfresh.in/ (imfresh.in),Custom,,Live,Anil,Saurabh,Mohit Raysoni,,0.12,,,,,,,,,MS,2025-08-14,2025-10-22,,100,Live,Merchant to complete the Sandbox testing and share the feedback - ETA: 23-October EOD.,,,,,,No,,https://gokwik.atlassian.net/browse/GKP-29690,,,,,
d71e8b9b-856e-49a7-b001-f828e4ea3529,UID-kamaayurveda.com,kamaayurveda.com,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,Kama Ayurveda,https://www.kamaayurveda.com/,Custom,Cosmetics,In Progress,Abhishek,Saurabh Sharma,Mohit Raysoni,,0.2,240,2200,100,0,,,70-30,,Sales,2025-08-12,,107,100,Scoping,"Resuming scoping from 18th Nov.
Initial discovery and API walkthrough done, merchant has been quiet since.
They need to start working on API Dev",Merchant unresponsive,Advanced,No,Easebuzz,No docs received,No,,https://gokwik.atlassian.net/browse/CUST-271,,,,,
862d3fc3-cdd4-445a-b8a1-ea41e3088304,UID-bewakoof.com,bewakoof.com,2025-11-11T10:47:47.433655+00:00,2026-01-05T10:10:49.484906+00:00,Bewakoof,https://www.bewakoof.com/,Custom,,Live,Nithya,Saurabh,Mohit Raysoni,,1.25,,,,,,,,,MS,2025-08-12,2025-11-06,,100,Live,Live on 5% traffic,Live on 5% traffic,Lite,No,Easebuzz,Approved,No,,https://gokwik.atlassian.net/browse/CUST-151,,,,,"19g6jlmixprud "
d9a57e37-b4e4-419f-8733-e1ae3d35c213,UID-powermaxfitness.net,powermaxfitness.net,2025-11-11T10:47:47.433655+00:00,2025-12-09T07:04:39.685435+00:00,PowerMax,https://www.powermaxfitness.net/,Custom,Healthcare,Live,Anil,Madhur,Mohit Raysoni,,0.092,18,22000,100,0,,,"30-70",,MS,2025-08-07,,112,100,Live,"Merchant needs to complete the dev of the following and share them across to start the integration at our end:
1. Create Order API accommodating the UTM Params.
2. ""ad_source"" to be passed in the GoKwik SDK while initiating checkout.
3. ABC Webhook endpoint to be created and shared across for us to configure.",CreateOeder API pending,Lite,No,PayU,Approved,No,,https://gokwik.atlassian.net/browse/CUST-216,,,,,
66c767c7-f385-4dcf-8dc2-8c96f682dd98,UID-haldirams.com,haldirams.com,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,Haldirams,https://www.haldirams.com/,Custom,,Live,Anil,Rohan,Mohit Raysoni,,0.109,,,,,,,,,MS,2025-08-05,2025-10-07,,100,Live,Live,Live,Advanced,No,Easebuzz,Approved,Yes,,,,,,,
ca3d583f-c733-4389-957e-68bbbd1134bd,UID-brahmagems.com,brahmagems.com,2025-11-11T10:47:47.433655+00:00,2026-01-05T11:11:15.820514+00:00,Brahma Gems,https://brahmagems.com,Magento,,Live,Monika,Madhur,Mohit Raysoni,,0.11,,,,,,,,,MS,2025-07-25,2025-11-20,,100,Live,Live,Live,Advanced,No,Easebuzz,Approved,No,,https://gokwik.atlassian.net/browse/GKP-29534,,,,,
97d186dc-a573-461f-8aeb-96b09ec94644,UID-kirtilal.com,kirtilal.com,2025-11-11T10:47:47.433655+00:00,2026-01-05T11:11:18.775613+00:00,Kirtilal,"https://www.kirtilal.com/ ",Custom,,Live,Anil,Madhur,Mohit Raysoni,,0.15,,,,,,,,,MS,2025-07-22,2025-11-21,,100,Live,Live,Live,Advanced,Yes,Easebuzz,Approved,Yes,,https://gokwik.atlassian.net/browse/GKP-29533,,,,,
ed11969c-6cd8-4ef6-a0d7-7f2e02249a18,UID-offcult.com,offcult.com,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,OffCult,https://offcult.com,Custom,,Live,Monika,Piyoosh,Mohit Raysoni,,0.13,,,,,,,,,MS,2025-07-16,2025-10-22,,100,Live,Live,Live,Advanced,No,Easebuzz,Approved,Yes,"KP Integration required ",https://gokwik.atlassian.net/browse/GKP-29531,,,,,
f84bd851-aec0-407e-80f2-b9e12e625c74,UID-asics.com,asics.com,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,Asics,https://www.asics.com/,Magento,Footwear,In Progress,Monika,Saurabh Sharma,Mohit Raysoni,,0.4,300,6000,100,,,,80-20,,Product,2025-07-15,,135,100,Integration and Unit Testing,Integration in progress; Integration is blocked as merchant's create order and Place order API is not working as per merchant's instruction; Requested agency to address this issue.,"Magento
Managed by 18th Digitech


Project went on hold on 29 Oct'25 -> merchant to update on next steps",Advanced,No,Easebuzz,Partial docs received,No,,https://gokwik.atlassian.net/browse/CUST-211,,,,,
5bd0bd52-11e4-40cb-9755-98b024d846f8,UID-doodhvalefarms.com,doodhvalefarms.com,2025-11-11T10:47:47.433655+00:00,2025-12-09T07:05:05.123017+00:00,DVF(DoodhValeFarms),https://www.doodhvalefarms.com,Magento,Dairy,Live,Anil,Verun,Mohit Raysoni,,0.2,1700,500,20,80,,,100,,MS,2025-07-11,,139,100,Live,Merchant to complete Sandbox testing and their end of the changes - ETA: 24-October.,,Advanced,No,Easebuzz,Approved,No,,https://gokwik.atlassian.net/browse/CUST-64?,,,,,
12625bd2-4d9d-452a-aa86-1d4a495ed1e9,UID-bighaat.com,bighaat.com,2025-11-11T10:47:47.433655+00:00,2025-11-26T08:08:52.582936+00:00,Big Haat,https://www.bighaat.com/,Custom (Shopify),,On-hold,,Verun,Mohit Raysoni,,0.22,,,,,,,,,Sales,2025-07-08,,87,,API Build,Awaiting first batch of API's from merchant team.,"25 Sep - Pushing merchant for faster dev of API's, ETA given by them is 6th Oct

8th Sep - Merchant POC informed they have started API Dev, ETA open.

28th Aug: Awaiting update from Sales

25th Aug: Awaiting update from Sales

20th August: Same Update as before

18th August: Same Update as before

14th August: Update from Verun, call might happen next week.

13th Aug: Same update as before


12th Aug: Same update as before

11th August: Same Update as last week , Call might happen this week.

8th Aug: 2nd call might happen in the coming week.

7th Aug: Internal meeting scheduled for today at 4:30PM.

4th August: The backend is on Shopify, but there’s a middleware layer that communicates with the custom frontend. The next step is to schedule an API walkthrough, but before that, I’d like to connect internally with Nithya and Saurabh.

Functional feasbility check in progress""",Advanced,,Easebuzz,NBOM Not yet received - The status temains the same - 15th oct 2025,,,NA,NA,NA,NA,,
a68e7481-13c0-4af6-ae58-59e3ff96a240,UID-arks.club,arks.club,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00," ARKS",https://www.arks.club,Magento,,Live,Monika,Saurabh,Mohit Raysoni,,0.2,,,,,,,,,MS,2025-07-07,2025-11-17,,100,Live,Live,Live,Advanced,No,Easebuzz,Approved,No,,https://gokwik.atlassian.net/browse/GKP-29550,,,,,
9fe8a9f5-4b4f-45bb-b0df-5f5cacbeda19,UID-tryloindia.com,tryloindia.com,2025-11-11T10:47:47.433655+00:00,2026-01-05T10:09:05.166339+00:00,Trylo,https://www.tryloindia.com,Magento,Apparels,Live,Nithya,Madhur,Mohit Raysoni,,0.1,200,1400,100,0,,,80-20,,Product,2025-06-24,2025-12-29,156,100,Live,"1. Merchant has integrated headless KP due to mandatory login
2. Merchant has integrated Update order API
3. Merchant has integrated Order Retry API
4. This merchant have OTP for all due to Headless KP integration 
5. 100 COD fee is applied via KwikFlows
6. Merchants have integrated events listening to GK FE events
7. They are on both Worldline & EB. EB is primary. However merchnat is inclined to keep Worldline as primary. We explained them that EB is better. 
8. UTMs are being passed and it is verified
9. GA/FB events are integrated by the merchant and they have to confirm if it is working as expected | Open",-,Advanced,No,Easebuzz,Approved,No,"Discussed with CSM and provided handover. Details are mentioned in the BRD. 
AWB Details
EDD
Gift Charges
PPCOD",https://gokwik.atlassian.net/browse/CUST-116,,https://docs.google.com/spreadsheets/d/1gcAwejl3PrcbfRiE9j0I3PpsfvNAcXltPn0UZ5ppZeY/edit?usp=sharing,,,194ue8h8xfbd
d1b04342-0d98-42fb-b26c-62b2c38b78ee,UID-sigmaguys.com,sigmaguys.com,2025-11-11T10:47:47.433655+00:00,2025-12-09T07:05:21.638852+00:00,Sigma Guys,https://www.sigmaguys.com/,Custom,Healthcare,Live,Monika,Piyoosh,Mohit Raysoni,,0.16,375,600,100,0,,,"50-50",,Live,2025-06-19,,161,100,Live,"API received, SDK integrated, fixing errors in Place Order API.",Aiming to finish the validation and begin integration this week.,Advanced,No,Easebuzz,Approved,No,,https://gokwik.atlassian.net/browse/CUST-223,,,,,
82aa0fd0-e264-4bda-8639-5768e67e0d18,UID-poshace.com,poshace.com,2025-11-11T10:47:47.433655+00:00,2025-11-27T08:16:47.80576+00:00,Poshace,https://poshace.com,Magento,,Live,Anil,Verun,Mohit Raysoni,,0.063,,,,,,,,,MS,2025-06-13,2025-10-17,,90,Live,Live,Live,Advanced,No,PayU + Worldline,Approved,Yes,,https://gokwik.atlassian.net/browse/CUST-107?,,,,,
